collection_name,collection_url,collection_slug,product_name,product_url,slug,description,raw_material,material_name,short_description,design_style,raw_color,color_name,color_group,usage_context,price,thumbnail_url,gallery_urls,crawl_at,error
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Set Hà Chi,https://xeoxo.com/vn/san-pham/set-ha-chi-2/,set-ha-chi,nan,Ren lót lụa tổng hợp,Ren,"Chất liệu có bề mặt hoa văn xuyên thấu, tạo cảm giác nữ tính, mềm mại và giàu tính trang trí.",nan,Vàng,Vàng,Vàng,nan,1250000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05230.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05230.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05200.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05242.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05233.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05082.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05114.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05122.jpg""]",2026-06-27 15:59:58,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Set Hà Như,https://xeoxo.com/vn/san-pham/set-ha-chi/,set-ha-nhu,nan,Ren lót lụa tổng hợp,Ren,"Chất liệu có bề mặt hoa văn xuyên thấu, tạo cảm giác nữ tính, mềm mại và giàu tính trang trí.",nan,Trắng,Trắng,Trắng,nan,1250000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05152.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05152.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05184.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05180.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05082.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05114.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05122.jpg""]",2026-06-27 15:59:59,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Châu,https://xeoxo.com/vn/san-pham/ao-quy-chau/,ao-quy-chau,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,Đỏ,Đỏ,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04567-copy.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04567-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04523-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04556-copy.jpg""]",2026-06-27 16:00:01,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Kim,https://xeoxo.com/vn/san-pham/ao-quy-kim/,ao-quy-kim,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,Vàng,Vàng,Vàng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04697.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04697.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04672.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04724.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04718.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04609.jpg""]",2026-06-27 16:00:02,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Sa,https://xeoxo.com/vn/san-pham/ao-quy-sa/,ao-quy-sa,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,Trắng,Trắng,Trắng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04965.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04965.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04985.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04936.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04942.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04845.jpg""]",2026-06-27 16:00:03,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Chiêu,https://xeoxo.com/vn/san-pham/ao-quy-chieu/,ao-quy-chieu,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,Kem,Kem,Kem,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05035.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05035.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05068.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04997.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05023.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04845.jpg""]",2026-06-27 16:00:05,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Như,https://xeoxo.com/vn/san-pham/ao-quy-nhu/,ao-quy-nhu,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,Tím,Tím,Tím,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04567.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04567.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04556.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04523.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04438.jpg""]",2026-06-27 16:00:06,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Vân,https://xeoxo.com/vn/san-pham/ao-quy-van/,ao-quy-van,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04770.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04770.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04750.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04757.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04795.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04609.jpg""]",2026-06-27 16:00:07,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Lam,https://xeoxo.com/vn/san-pham/ao-quy-lam/,ao-quy-lam,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,Xanh ngọc,Xanh ngọc,Xanh,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04499.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04499.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04489.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04512.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04438.jpg""]",2026-06-27 16:00:08,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Áo Hạ Cẩm,https://xeoxo.com/vn/san-pham/ao-ha-cam/,ao-ha-cam,nan,Organza dệt chìm hoạ tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,Tím,Tím,Tím,nan,1050000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4441-scaled.jpeg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4441-scaled.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4440-scaled.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4439-scaled.jpeg""]",2026-06-27 16:00:10,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Áo Hạ Miên,https://xeoxo.com/vn/san-pham/ao-ha-mien/,ao-ha-mien,nan,Organza dệt chìm hoạ tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,Vàng,Vàng,Vàng,nan,1050000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4436-scaled.jpeg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4436-scaled.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4438-scaled.jpeg""]",2026-06-27 16:00:11,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Áo Hạ Như,https://xeoxo.com/vn/san-pham/ao-ha-nhu/,ao-ha-nhu,nan,Organza dệt chìm hoạ tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,Hồng,Hồng,Hồng,nan,1050000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776828894634.jpeg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776828894634.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776828846902.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776828823471.jpeg""]",2026-06-27 16:00:12,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Áo Hạ Sương,https://xeoxo.com/vn/san-pham/ao-ha-suong/,ao-ha-suong,nan,Organza dệt chìm hoạ tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,Trắng kem,Trắng kem,Kem,nan,1050000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776829597831.jpeg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776829597831.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776829611171.jpeg""]",2026-06-27 16:00:13,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Áo Choàng Hoa Nhiên,https://xeoxo.com/vn/san-pham/ao-choang-hoa-nhien/,ao-choang-hoa-nhien,nan,Organza dệt chìm hoạ tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,Trắng kem,Trắng kem,Kem,nan,990000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776834443409-scaled.jpeg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776834443409-scaled.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776834355490.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776834217599.jpeg""]",2026-06-27 16:00:14,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Áo Choàng Hoa Kim,https://xeoxo.com/vn/san-pham/ao-choang-hoa-kim/,ao-choang-hoa-kim,nan,Organza dệt chìm hoạ tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,Vàng,Vàng,Vàng,nan,990000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776834043688.jpeg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776834043688.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776834078944-scaled.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776833899761.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776833930013-scaled.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776833974101.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776834115268-scaled.jpeg""]",2026-06-27 16:00:15,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Áo Choàng Hoa Nhu,https://xeoxo.com/vn/san-pham/ao-choang-hoa-nhu/,ao-choang-hoa-nhu,nan,Organza dệt chìm hoạ tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,Hồng,Hồng,Hồng,nan,990000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776830468711-scaled.jpeg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776830468711-scaled.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776830457543.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776830427196.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776830499884-scaled.jpeg""]",2026-06-27 16:00:17,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Áo Choàng Hoa Kiều,https://xeoxo.com/vn/san-pham/ao-choang-hoa-kieu/,ao-choang-hoa-kieu,nan,Organza dệt chìm hoạ tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,Tím,Tím,Tím,nan,990000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776832152632-scaled.jpeg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776832152632-scaled.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776832199417.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776832226659.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776832233106.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776832279536-scaled.jpeg""]",2026-06-27 16:00:18,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Đầm Lưu Mây,https://xeoxo.com/vn/san-pham/dam-luu-may/,dam-luu-may,nan,Organza dệt chìm hoạ tiết lót lụa tổng hợp,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,Tím,Tím,Tím,nan,1650000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776832053280.jpeg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776832053280.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776832061888.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/beauty_1776831992268-scaled.jpeg""]",2026-06-27 16:00:19,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Đầm Châu Khuê,https://xeoxo.com/vn/san-pham/dam-chau-khue/,dam-chau-khue,nan,Organza dệt chìm hoạ tiết lót lụa tổng hợp,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,Đỏ,Đỏ,Đỏ,nan,1450000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4561-scaled.jpeg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4561-scaled.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4428-scaled.jpeg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/05/IMG_4429-scaled.jpeg""]",2026-06-27 16:00:20,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Quần Thục Khuê,https://xeoxo.com/vn/san-pham/quan-thuc-khue/,quan-thuc-khue,nan,nan,,,nan,Hồng,Hồng,Hồng,nan,950000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01372.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01372.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01541.jpg""]",2026-06-27 16:00:22,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Áo Thục Khuê,https://xeoxo.com/vn/san-pham/ao-thuc-khue/,ao-thuc-khue,nan,nan,,,nan,Hồng,Hồng,Hồng,nan,850000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01372.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01372.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01495.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01541.jpg""]",2026-06-27 16:00:24,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Đầm Lạc Hạ,https://xeoxo.com/vn/san-pham/dam-lac-ha/,dam-lac-ha,nan,Lụa tổng hợp,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,Cam,Cam,Cam,nan,1450000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01333.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01333.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01358.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01272.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01205.jpg""]",2026-06-27 16:00:25,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Đầm Thanh Tiêu,https://xeoxo.com/vn/san-pham/dam-thanh-tieu/,dam-thanh-tieu,nan,nan,,,nan,Xanh lá,Xanh lá,Xanh,nan,1250000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01031.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01031.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00959.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01190.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01181.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01201.jpg""]",2026-06-27 16:00:26,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Đầm Miểu Vi,https://xeoxo.com/vn/san-pham/dam-mieu-vi/,dam-mieu-vi,nan,Lụa tổng hợp,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",Đầm 2 dây dáng suông cách điệu,Tím,Tím,Tím,nan,1250000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00924.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00924.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00868.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00590.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00848.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00881.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00918.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO01203.jpg""]",2026-06-27 16:00:27,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Đầm Thii Mây,https://xeoxo.com/vn/san-pham/dam-thii-may/,dam-thii-may,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",Đầm 2 dây dáng suông maxi,Tím nhạt,Tím nhạt,Tím,nan,950000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09693.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09693.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09708.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09768.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09785.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00356.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/4.jpg""]",2026-06-27 16:00:29,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Đầm Thii Liên,https://xeoxo.com/vn/san-pham/dam-thii-lien/,dam-thii-lien,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",Đầm 2 dây dáng suông maxi,Vàng nhạt,Vàng nhạt,Vàng,nan,950000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00451.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00451.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00126.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00360.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00537.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00561.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/5.jpg""]",2026-06-27 16:00:30,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Đầm Thii Hồng,https://xeoxo.com/vn/san-pham/dam-thii-hong/,dam-thii-hong,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",Đầm 2 dây dáng suông maxi,Hồng đỗ,Hồng đỗ,Đỏ,nan,950000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09864-1.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09864-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09965.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO00042.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09839.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/6.jpg""]",2026-06-27 16:00:31,nan
Hạ Khuê,https://xeoxo.com/vn/danh-muc/ha-khue/,ha-khue,Đầm Thii Huỳnh,https://xeoxo.com/vn/san-pham/dam-thii-huynh/,dam-thii-huynh,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",Đầm 2 dây dáng suông maxi,Xanh oliu,Xanh oliu,Xanh,nan,950000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09533.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09533.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09288.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09403.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09838.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/DFO09835.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/04/3.jpg""]",2026-06-27 16:00:32,nan
